21.7	Meas:	 1 0	Est	     1.92784 2.50748e-308     0.195946 4.38254e-308 9.33087e-309	Number of Objects	0
21.8	Meas:	 1 0	Est	     1.94366 2.53008e-308     0.196749 4.40817e-308 9.38992e-309	Number of Objects	0
21.9	Meas:	 1 0	Est	     1.95952 2.55246e-308     0.197553 4.43367e-308 9.44901e-309	Number of Objects	0
22	Meas:	 1 0	Est	     1.97543 2.57461e-308     0.198355 4.45905e-308 9.50814e-309	Number of Objects	0
22.1	Meas:	 1 0	Est	     1.99138 2.59653e-308     0.199156 4.48431e-308  9.5673e-309	Number of Objects	0
22.2	Meas:	 1 0	Est	     2.00739  2.6182e-308     0.199957 4.50944e-308 9.62649e-309	Number of Objects	0
22.3	Meas:	 1 0	Est	     2.02344 2.63962e-308     0.200757 4.53445e-308 9.68571e-309	Number of Objects	0
22.4	Meas:	 1 0	Est	     2.03954 2.66078e-308     0.201556 4.55933e-308 9.74497e-309	Number of Objects	0
22.5	Meas:	 1 0	Est	     2.05569 2.68167e-308     0.202354 4.58408e-308 9.80426e-309	Number of Objects	0
22.6	Meas:	 1 0	Est	     2.07189 2.70227e-308     0.203152 4.60871e-308 9.86359e-309	Number of Objects	0
22.7	Meas:	 1 0	Est	     2.08813 2.72259e-308     0.203949 4.63321e-308 9.92294e-309	Number of Objects	0
